cast,revenue,movies,return
Stephen W. Burns,0.0,1,0.0
Stephen Walters,456388557.0,2,2.0690944166666667
Stephen Wight,0.0,1,0.0
Stephenie Meyer,1104788481.0,2,8.542774867567568
Stephi Lineburg,0.0,1,0.0
Sterling Beaumon,0.0,1,0.0
Sterling Hayden,245066411.0,1,40.844401833333336
Sterling Holloway,473290762.0,3,121.056956011655
Sterling Jerins,1170035149.0,3,11.708374835897436
Sterling Jones,0.0,1,0.0
Sternkiker François,820580447.0,1,5.507251322147651
Steve 'Shack' Shackleton,10629321.0,1,1.328665125
Steve 'Spaz' Williams,775398007.0,1,70.49072790909091
Steve Agee,863416141.0,1,4.317080705
Steve Akahoshi,42000000.0,1,2.0
Steve Artiaga,78247647.0,1,4.602802764705882
Steve Austin,530097530.0,3,2.1727278
Steve Bacic,407711549.0,2,1.8532343136363636
Steve Bannos,229147509.0,2,0.7956510729166667
Steve Baran,0.0,1,0.0
Steve Barclay,0.0,1,0.0
Steve Bardrack,1056057273.0,1,5.280286365
Steve Bastoni,738599701.0,1,4.923998006666666
Steve Bickford,64892670.0,1,2.949666818181818
Steve Bisley,100000000.0,1,250.0
Steve Blum,0.0,1,0.0
Steve Bond,0.0,2,0.0
Steve Boyles,80253908.0,1,5.3502605333333335
Steve Braun,23936908.0,2,1.3298282222222222
Steve Buckingham,6347072.0,1,0.0
Steve Burton,0.0,1,0.0
Steve Buscemi,3730885014.0,12,3.415140974434505
Steve Byers,13818181.0,2,0.9870129285714285
Steve Caballero,28061343.0,1,0.0
Steve Callaghan,217022588.0,1,3.1915086470588236
Steve Cardenas,83979739.0,2,3.09898695
Steve Carell,4612866254.0,9,7.00386928229703
Steve Carlson,28000000.0,3,0.0
Steve Clark,0.0,1,0.0
Steve Claydon,895921036.0,1,5.9728069066666665
Steve Clemente,10000000.0,2,7.440476190476191
Steve Coogan,5587473849.0,10,6.594039465710258
Steve Coulter,3265705476.0,7,9.546694292126471
Steve Cropper,115229890.0,1,4.267773703703703
Steve DeCastro,752215857.0,1,3.4986784046511628
Steve Decker,0.0,1,0.0
Steve Dodd,463517383.0,1,7.357418777777778
Steve Doyle,820580447.0,1,5.507251322147651
Steve Eastin,96966200.0,3,4.821401155555556
Steve Evets,1045713802.0,1,2.7518784263157894
Steve Fortune,299370084.0,1,1.7610004941176471
Steve Franken,0.0,1,0.0
Steve Gawley,775398007.0,1,70.49072790909091
Steve Giannelli,816969268.0,1,10.892923573333332
Steve Guttenberg,424475206.0,12,2.826553243915344
Steve Hanks,0.0,1,0.0
Steve Hanson,389925971.0,1,21.662553944444443
Steve Harris,93142925.0,3,2.2008155166666667
Steve Harvey,96070507.0,1,8.005875583333333
Steve Healey,820580447.0,1,5.507251322147651
Steve Higgins,229147509.0,1,1.5913021458333334
Steve Hogan,8620929.0,1,0.5747286
Steve Howey,0.0,1,0.0
Steve Hytner,48063435.0,2,0.9612687
Steve Ihnat,0.0,1,0.0
Steve Inwood,64892670.0,1,2.949666818181818
Steve J. Spears,24600832.0,1,12.300416
Steve James,113230582.0,5,2.7274766285714285
Steve Janousek,585174222.0,1,4.179815871428572
Steve Jasgur,873260194.0,1,3.493040776
Steve John Shepherd,649398328.0,1,5.411652733333334
Steve Kahan,1312575579.0,6,5.90828429580808
Steve Kanaly,0.0,2,0.0
Steve Kish,0.0,1,0.0
Steve Kmetko,60780981.0,1,2.1707493214285716
Steve Kwasnik,3752426.0,1,0.28864815384615383
Steve Lately,74237563.0,1,1.3497738727272728
Steve Lemme,110803676.0,1,2.21607352
Steve Levy,112462508.0,1,2.3429689166666665
Steve Lippe,42721196.0,1,7.120199333333334
Steve Lucky,95226116.0,1,1.7967191698113207
Steve Luna,385680446.0,1,2.5712029733333335
Steve Lundquist,0.0,2,0.0
Steve Mackall,8620678.0,1,0.0
Steve Mackey,895921036.0,1,5.9728069066666665
Steve Marachuk,0.0,1,0.0
Steve Martin,637826666.0,7,0.9869047607142857
Steve Mason,0.0,1,0.0
Steve McArthur,244527583.0,1,6.113189575
Steve McQueen,4905000.0,4,0.613125
Steve Mellor,87987055.0,1,4.2920514634146345
Steve Miner,56870414.0,1,2.1063116296296296
Steve Mitchell,0.0,1,0.0
Steve Mizerak,52293982.0,1,3.7894189855072464
Steve Monroe,212000000.0,1,4.711111111111111
Steve Morris,738599701.0,1,4.923998006666666
Steve Nicolson,160583018.0,1,4.01457545
Steve Notario,0.0,1,0.0
Steve Oedekerk,0.0,2,0.0
Steve Park,201957688.0,1,13.463845866666666
Steve Parrish,0.0,1,0.0
Steve Pemberton,229736344.0,2,4.59472688
Steve Pendleton,0.0,1,0.0
Steve Pernie,0.0,1,0.0
Steve Pershing,240031094.0,1,3.4290156285714284
Steve Plytas,430648924.0,2,6.444060258823529
Steve Pope,33139618.0,1,1.1835577857142856
Steve Purbrick,0.0,1,0.0
Steve Rackman,39438674.0,1,1.864712718676123
Steve Railsback,0.0,2,0.0
Steve Rankin,189198313.0,1,2.866641106060606
Steve Raulerson,59217789.0,1,5.9217789
Steve Restivo,165335153.0,1,4.468517648648649
Steve Rivers,0.0,1,0.0
Steve Routman,0.0,1,0.0
Steve Santa Sekiyoshi,68673228.0,1,3.6143804210526316
Steve Saunders,299370084.0,1,1.7610004941176471
Steve Scarfo,183293131.0,1,7.049735807692308
Steve Schirripa,151165787.0,3,1.0077719133333334
Steve Scott,644571402.0,1,3.7915964823529413
Steve Sears,25105517.0,1,0.0
Steve Shepherd,40485039.0,1,4.0485039
Steve Speirs,1989977370.0,2,6.682921521304348
Steve Susskind,599506323.0,3,4.68885705
Steve Talley,0.0,3,0.0
Steve Tartalia,3826459.0,2,0.0
Steve Tom,199744695.0,2,2.5164847960526315
Steve Tyrell,89325780.0,1,0.0
Steve Valentine,890871626.0,4,0.8632476996124031
Steve Vella,738599701.0,1,4.923998006666666
Steve Vinovich,52766498.0,4,1.8498473904761905
Steve Warren,83615414.0,1,2.6129816875
Steve Welles,0.0,1,0.0
Steve Wertheimer,197011982.0,1,5.184525842105264
Steve West,24829644.0,1,2.069137
Steve Wharton,385680446.0,1,2.5712029733333335
Steve Whitmire,296185894.0,4,1.4893043222222222
Steve Wiebe,117000000.0,1,3.342857142857143
Steve Wilder,1215439994.0,1,6.07719997
Steve Williams,300400432.0,1,6.827282545454546
Steve Wolbrecht,0.0,1,0.0
Steve Wyatt,272742922.0,1,14.354890631578947
Steve Wynn,107597242.0,1,2.8315063684210524
Steve Yeager,80423330.0,2,2.2635067272727274
Steve Yoo,0.0,1,0.0
Steve Zahn,1266306909.0,8,2.80506825747456
Steve-O,254285295.0,3,8.444640831818182
Steven A. Miller,786636033.0,1,4.252086664864865
Steven Bailey,115350426.0,1,6.785319176470588
Steven Ban,287506194.0,1,9.914006689655173
Steven Barkhimer,118587880.0,1,11.858788
Steven Barr,604942143.0,1,2.32670055
Steven Berkoff,804260910.0,5,6.947232579393939
Steven Boggs,0.0,1,0.0
Steven Boyle,649398328.0,1,5.411652733333334
Steven Branch,0.0,1,0.0
Steven Brand,165333180.0,1,2.755553
Steven Bronowski,0.0,1,0.0
Steven Cheung,0.0,1,0.0
Steven Cree,337580051.0,1,3.0689095545454546
Steven Crowley,41627431.0,1,2.08137155
Steven Culbertson,17762705.0,1,0.8458430952380952
Steven Culp,730704637.0,2,4.7585987901960785
Steven Ford,138977082.0,2,1.0001328666666667
Steven Foy,850000000.0,1,7.522123893805309
Steven Frederick Cook,17762705.0,1,0.8458430952380952
Steven Geray,0.0,4,0.0
Steven Gilborn,456456605.0,2,3.230780920523139
Steven Grives,37724699.0,2,1.6447947708333333
Steven Gätjen,682330139.0,1,4.548867593333333
Steven Hauck,705717432.0,1,3.52858716
Steven I. Dillard,415484914.0,1,3.4623742833333333
Steven James Price,623933331.0,1,3.119666655
Steven Keats,22000000.0,1,7.333333333333333
Steven King,52424533.0,1,1.4562370277777779
Steven Krasner,415484914.0,1,3.4623742833333333
Steven Lambert,101646581.0,2,1.8823440925925925
Steven Littles,0.0,1,0.0
Steven M. Gagnon,189198313.0,1,2.866641106060606
Steven M. Martin,191502426.0,1,6.3834142
Steven M. Porter,0.0,3,0.0
Steven M. Simma,78000000.0,1,3.12
Steven Mackintosh,263394302.0,3,2.334924397142857
Steven Michael Eich,268157400.0,1,14.897633333333333
Steven Michael Quezada,0.0,1,0.0
Steven O'Donnell,0.0,1,0.0
Steven Pasquale,41797066.0,1,1.04492665
Steven Paul Zsenyuk,287553595.0,1,9.585119833333334
Steven R. McQueen,83188165.0,1,3.4661735416666666
Steven Rathman,6086508.0,1,0.0
Steven Reich,0.0,1,0.0
Steven Ritch,0.0,2,0.0
Steven Robertson,41412709.0,1,2.3007060555555556
Steven Schoolmeesters,0.0,1,0.0
Steven Seagal,292215121.0,5,1.5556724419047618
Steven Shenbaum,287553595.0,1,9.585119833333334
Steven Smith,29999213.0,1,9.999737666666666
Steven Soderbergh,450717150.0,1,5.302554705882353
Steven Spielberg,1444613845.0,5,18.248748020801624
Steven Tash,295212467.0,1,9.840415566666668
Steven Tyler,143191116.0,3,0.5989063899371069
Steven Vidler,0.0,2,0.0
Steven Weber,48017402.0,1,3.001087625
Steven Williams,141923402.0,3,4.68110103862507
Steven Wright,78903518.0,3,0.34910733544973543
Steven van Niekerk,0.0,1,0.0
Stevie Lee,117224271.0,2,2.930606775
Stevie Raine,0.0,1,0.0
Stevie Ray Dallimore,796452646.0,2,3.8297419715555554
Stevie Wonder,0.0,2,0.0
Stewart Alexander,64238440.0,1,4.282562666666666
Stewart Bevan,0.0,1,0.0
Stewart Finlay-McLennan,347451894.0,1,3.47451894
Stewart Granger,0.0,1,0.0
Stewart Myiow,422610419.0,1,6.501698753846154
Stig Frode Henriksen,2022135.0,3,0.8269425
Stig Henrik Hoff,28128670.0,1,0.8036762857142857
Stine Chen,0.0,1,0.0
Stine Schrøder Jensen,0.0,1,0.0
Sting,55969000.0,1,1.11938
Stockard Channing,190163200.0,2,15.747535357142858
Stogie Kenyatta,113374103.0,1,3.2392600857142857
Stoney Burke,738599701.0,1,4.923998006666666
Stoney Jackson,0.0,1,0.0
Straphanio 'Shonnie' Solomon,159291809.0,1,5.309726966666667
Stratford Johns,0.0,1,0.0
Stream,183293131.0,1,7.049735807692308
Strong Kongo,0.0,1,0.0
Strother Martin,81590893.0,5,0.6857142857142857
Stu 'Large' Riley,96188903.0,1,3.4353179642857143
Stu Gilliam,16393000.0,1,0.0
Stu Nahan,617891023.0,3,51.841766314900156
Stuart Adams,64238440.0,1,4.282562666666666
Stuart Allan,0.0,3,0.0
Stuart Baird,67312826.0,1,1.1218804333333334
Stuart Charno,21722776.0,1,17.3782208
Stuart Clow,0.0,1,0.0
Stuart Cooper,45300000.0,1,8.38888888888889
Stuart Cowan,0.0,2,0.0
Stuart Erwin,0.0,1,0.0
Stuart Fell,538400000.0,1,29.91111111111111
Stuart Fratkin,0.0,2,0.0
Stuart Greer,125586134.0,1,7.387419647058824
Stuart Jeffrey Cram,415484914.0,1,3.4623742833333333
Stuart K. Robinson,45000000.0,1,22.5
Stuart Lancaster,0.0,1,0.0
Stuart Luis,155010032.0,1,2.870556148148148
Stuart Mager,0.0,1,0.0
Stuart Margolin,22000000.0,2,3.6666666666666665
Stuart McQuarrie,99210965.0,2,10.3333735
Stuart Pankin,3752426.0,2,0.14432407692307692
Stuart Pollock,2787965087.0,1,11.763565767932489
Stuart Proud Eagle Grant,0.0,1,0.0
Stuart Rudin,272742922.0,2,7.177445315789473
Stuart Saunders,187500000.0,1,6.818181818181818
Stuart Smith,0.0,1,0.0
Stuart Stone,37913360.0,2,0.902460268115942
Stuart Thorp,125729635.0,1,3.143240875
Stuart Townsend,45479110.0,1,1.2994031428571429
Stuart Weiss,0.0,1,0.0
Stuart Wilson,614020050.0,3,4.608981791478697
Stuart Yee,158468292.0,1,1.8643328470588236
Sture Cullhed,0.0,1,0.0
Style Dayne,783112979.0,1,13.501947913793103
Stéphane Moreno Carpio,72629670.0,1,2.9051868
Stéphanie Aubry,422610419.0,1,6.501698753846154
Su Elliott,895921036.0,1,5.9728069066666665
Su Ling,0.0,2,0.0
Su Shifrin,300218018.0,1,5.458509418181818
Su Ying Huang,213525736.0,1,12.560337411764706
Subaru Kimura,83061158.0,1,2.373175942857143
Subas Herrero,0.0,1,0.0
Suchao Pongwilai,15.0,1,0.0
Sudhanshu Pandey,0.0,1,0.0
Sue Ane Langdon,0.0,2,0.0
Sue Beattie,80383290.0,1,1.6076658
Sue George,0.0,1,0.0
Sue Hadleigh,333000000.0,1,11.892857142857142
Sue Hamilton,0.0,1,0.0
Sue Lloyd,49579269.0,3,0.0
Sue Longhurst,0.0,1,0.0
Sue Lyon,0.0,1,0.0
Sue Mitobe,0.0,1,0.0
Sue Pierce,459270619.0,1,13.122017685714285
Sue Price,0.0,3,0.0
Sue Rock,47241945.0,1,2.36209725
Sue Vanner,185438673.0,2,6.62280975
Sue Yuen Wang,0.0,1,0.0
Sue-Lynn Ansari,653428261.0,2,2.041963315625
Sufe Bradshaw,385680446.0,1,2.5712029733333335
Sugandha Garg,0.0,1,0.0
Sujeilee Candele,890871626.0,1,3.4529907984496124
Suki Kwan,0.0,1,0.0
Suki Waterhouse,295238201.0,1,2.6839836454545454
Sukumari,0.0,1,0.0
Sullivan Stapleton,346222909.0,2,1.5344547772727273
Sumalee Montano,0.0,1,0.0
Sumar Khan,191185897.0,1,4.779647425
Sumela Kay,296339527.0,1,3.9511936933333334
Sumiko Braun,0.0,1,0.0
Summer Glau,0.0,1,0.0
Summer H. Howell,0.0,1,0.0
Summer Kylie Remington,585174222.0,1,4.179815871428572
Sun Chun,0.0,1,0.0
Sun Jae Kim,1084939099.0,1,4.339756396
Sune Wagner,0.0,1,0.0
Sung Kang,3826230906.0,6,4.581580326253049
Sung-Hi Lee,0.0,1,0.0
Sungwen Cummee,0.0,1,0.0
Sunil Malhotra,0.0,1,0.0
Sunil Munshi,66995253.0,1,0.0
Sunil Shetty,73000000.0,3,0.0
Sunny Besen Thrasher,0.0,1,0.0
Sunny Hawks,165335153.0,1,4.468517648648649
Sunny Leone,0.0,1,0.0
Sunny Mabrey,71073932.0,2,0.5922827666666667
Sunny May Allison,103590271.0,1,20.7180542
Sunny Sandler,720211236.0,2,4.501320225
Sunny Yeo,1405403694.0,1,5.019298907142857
Sunshine Parker,78622028.0,2,3.2094857818181817
Suntharee Maila-or,0.0,1,0.0
Supakorn Kitsuwon,113244290.0,1,2.2648858
Surachet Lorsungnem,0.0,1,0.0
Suraya Fadel,0.0,1,0.0
Surely Alvelo,1236385385.0,2,3.96822679
Suresh Menon,47000000.0,1,8.545454545454545
Surveen Chawla,0.0,1,0.0
Surya Patel,0.0,1,0.0
Susan Angelo,218340595.0,1,3.6390099166666667
Susan Anton,28078073.0,2,0.0
Susan Backlinie,470654000.0,1,67.23628571428571
Susan Barnes,350448145.0,1,11.681604833333333
Susan Beaubian,78756177.0,1,6.56301475
Susan Bennett,311950384.0,1,3.8993798
Susan Beresford,457363168.0,1,3.5181782153846153
Susan Blakely,13015688.0,2,0.464846
Susan Blommaert,57469467.0,1,4.997344956521739
Susan Blu,19170001.0,1,6.846428928571428
Susan Boyle,55969000.0,1,1.11938
Susan Brightbill,17626234.0,1,0.220327925
Susan Buckner,181813770.0,1,30.302295
Susan Burgess,153083102.0,1,13.916645636363636
Susan Burns,201957688.0,1,13.463845866666666
Susan Castle,0.0,1,0.0
Susan Chuang,0.0,1,0.0
Susan Clark,172728258.0,3,15.699577055555556
Susan Damante,0.0,1,0.0
Susan Davis,79567667.0,1,6.630638916666666
Susan Denberg,0.0,1,0.0
Susan Duvall,19165560.0,1,0.5475874285714286
Susan Eisenberg,0.0,2,0.0
Susan Farese,183293131.0,1,7.049735807692308
Susan Fitzer,484409218.0,1,8.073486966666668
Susan Foster,36000000.0,2,50.0
Susan French,347500334.0,4,9.603837678409091
Susan George,0.0,2,0.0
Susan Glaze,0.0,2,0.0
Susan Glover,0.0,1,0.0
Susan Griffiths,83615414.0,1,2.6129816875
Susan Hahn,15543000.0,1,0.0
Susan Harper,11988469.0,1,39.96156333333333
Susan Hart,0.0,1,0.0
Susan Hauser,113374103.0,1,3.2392600857142857
Susan Hayward,0.0,1,0.0
Susan Hegarty,145771527.0,1,1.8221440875
Susan Hogan,34793160.0,2,1.2426128571428572
Susan James,0.0,1,0.0
Susan Jennifer Sullivan,19170001.0,1,6.846428928571428
Susan Kellermann,5596267.0,1,0.0
Susan Loughran,185898.0,1,0.30983
Susan Lynskey,457363168.0,1,3.5181782153846153
Susan Mansur,1402307.0,1,0.12193973913043478
Susan Marie Snyder,0.0,1,0.0
Susan Martinelli,34000000.0,1,9.714285714285714
Susan May Pratt,17200925.0,2,0.47780347222222225
Susan McConnell,0.0,1,0.0
Susan Merson,435000000.0,1,2.175
Susan Nickerson,0.0,1,0.0
Susan Park,229147509.0,1,1.5913021458333334
Susan Penhaligon,0.0,1,0.0
Susan Petersen,0.0,1,0.0
Susan Richardson,140000000.0,1,180.18018018018017
Susan Roman,0.0,1,0.0
Susan Santiago,164433867.0,1,2.74056445
Susan Sarandon,396984594.0,5,20.422174015714283
Susan Schramm,0.0,1,0.0
Susan Sosa,0.0,1,0.0
Susan Spafford,0.0,1,0.0
Susan Strasberg,17768900.0,1,0.0
Susan Swift,15116634.0,1,3.0233268
Susan Travers,0.0,1,0.0
Susan Tyrrell,15122000.0,4,0.0
Susan Ursitti,0.0,2,0.0
Susan Vidler,16491080.0,1,4.12277
Susan Walters,83615414.0,1,2.6129816875
Susan Ward,0.0,1,0.0
Susanna Bequer,35619521.0,1,3.4921099019607844
Susanna Fournier,747862775.0,1,2.9914511
Susanna Javicoli,0.0,1,0.0
Susannah Moore,0.0,1,0.0
Susannah York,490676724.0,2,4.492761246127946
Susanne Blakeslee,798958165.0,3,1.6644961770833333
Susanne Dando,187500000.0,1,6.818181818181818
Susanne Wright,0.0,1,0.0
Sushant Singh,0.0,1,0.0
Sushma Reddy,0.0,1,0.0
Sushmita Mukherjee,0.0,1,0.0
Susie Abromeit,0.0,1,0.0
Susie Coelho,0.0,1,0.0
Susie Essman,78000000.0,1,3.12
Susie Ewing,126737428.0,1,0.0
Susie Park,783766341.0,1,3.918831705
Susie Porter,649398328.0,1,5.411652733333334
Susie Spear Purcell,83615414.0,2,1.30649084375
Susumu Fujita,0.0,2,0.0
Susumu Kurobe,0.0,2,0.0
Susumu Utsumi,0.0,1,0.0
Suzan Farmer,364937.0,1,1.3015846407897882
Suzanna Leigh,0.0,2,0.0
Suzanne Bateman,21930418.0,1,9.968371818181819
Suzanne Cloutier,0.0,1,0.0
Suzanne DeLaurentiis,3752426.0,1,0.28864815384615383
Suzanne England,183293131.0,1,7.049735807692308
Suzanne Fields,0.0,1,0.0
Suzanne Gillies,183293131.0,1,7.049735807692308
Suzanne Jerome,187500000.0,1,6.818181818181818
Suzanne Kent,34793160.0,2,1.2426128571428572
Suzanne M. Regard,78868508.0,1,6.572375666666667
Suzanne Owens-Duval,45300000.0,1,8.38888888888889
Suzanne Pleshette,0.0,4,0.0
Suzanne Ristic,317693628.0,2,5.75191152368421
Suzanne Roquette,474171806.0,1,9.878579291666666
Suzanne Snyder,9205924.0,1,1.4848264516129033
Suzanne Solari,0.0,1,0.0
Suzanne Somers,179768000.0,2,90.09009009009009
Suzanne Tara,0.0,1,0.0
Suzanne Toase,3230265065.0,3,6.09635342
Suze Lanier-Bramlett,25000000.0,1,108.69565217391305
Suzen Murakoshi,43848069.0,1,2.9232046
Suzette Harbin,0.0,1,0.0
Suzette Llewellyn,674918.0,1,0.04752943661971831
Suzette St. Clair,0.0,1,0.0
Suzie Frances Garton,0.0,1,0.0
Suzie Toase,1342000000.0,1,10.736
Suzuka Tonegawa,25000000.0,1,5.555555555555555
Suzy Brack,368875760.0,1,8.38354
Suzy Kendall,0.0,1,0.0
Suzy Nakamura,96618699.0,1,2.415467475
Suzy Southam,14000000.0,1,17.5
Svante Martin,0.0,1,0.0
Sven Erik Eskeland Larsen,0.0,1,0.0
Sven Hönig,1153304495.0,1,4.61321798
Sven Surtees,187500000.0,1,6.818181818181818
Sven-Bertil Taube,104345682.0,2,4.013295461538462
Sven-Ole Thorsen,1462939310.0,11,3.6735158423945333
Sven-Olof Bern,0.0,1,0.0
Sveta Driga,81093313.0,1,2.3169518
Svetlana,60780981.0,1,2.1707493214285716
Svetlana Khodchenkova,415440673.0,1,3.4620056083333335
Swara Bhaskar,252000.0,1,0.63
Swee Lim,572700000.0,1,17.7032457496136
Sweeney MacArthur,10629321.0,2,0.6643325625
Swisyzinna,0.0,1,0.0
Swisyzinna Moore,0.0,1,0.0
Swo-wo Gabriel,712171856.0,1,6.4742896
Swoosie Kurtz,103902208.0,2,3.6143908571428573
Sybil Azur,296655431.0,1,4.7088163650793655
Sybil Danning,103945790.0,6,1.0466587555555555
Sybil Lewis,0.0,1,0.0
Sybil Scotford,0.0,1,0.0
Syd Heylen,24600832.0,1,12.300416
Syd Saylor,0.0,1,0.0
Sydne Rome,0.0,1,0.0
Sydney Bennett,0.0,1,0.0
Sydney Bromley,20158808.0,1,0.7466225185185185
Sydney Chama,0.0,1,0.0
Sydney Freihofer,0.0,1,0.0
Sydney Jarvis,1423000.0,1,6.285113600226141
Sydney Lassick,33800000.0,3,6.2592592592592595
Sydney Mason,1300000.0,1,0.0
Sydney Sims,122513057.0,1,8.277909256756757
Sydney Tafler,185438673.0,1,13.2456195
Sydney Tamiia Poitier,25037897.0,1,1.00151588
Sydney Walsh,29999213.0,1,9.999737666666666
Sydnie Pitzer,80253908.0,1,5.3502605333333335
Sylva Kelegian,821708551.0,1,5.911572309352518
Sylva Koscina,0.0,1,0.0
Sylvain Giguère,0.0,1,0.0
Sylvano Clarke,274703340.0,1,2.388724695652174
Sylvester Jenkins,123307945.0,1,1.4679517261904762
Sylvester McCoy,2935523356.0,3,3.9140311413333335
Sylvester Stallone,4623013769.0,20,13.139701348757711
Sylvette Ortiz,585174222.0,1,4.179815871428572
Sylvia Anderson,0.0,1,0.0
Sylvia Flammer,0.0,1,0.0
Sylvia Jefferies,47915195.0,2,2.1634217
Sylvia Kauders,57120318.0,1,1.6320090857142857
Sylvia Kristel,13015688.0,4,0.232423
Sylvia Marriott,160000000.0,2,2.2222222222222223
Sylvia Meals,200182160.0,1,28.59745142857143
Sylvia Miles,43848069.0,1,2.9232046
Sylvia Mngxekeza,0.0,1,0.0
Sylvia Panacione,0.0,2,0.0
Sylvia Sidney,26518355.0,1,3.899758088235294
Sylvia Weatherspoon,287506194.0,1,9.914006689655173
Sylvia Zuk,0.0,1,0.0
Sylvie Coste,0.0,1,0.0
Sylvie Hagan,389681935.0,1,2.3617086969696968
Sylvie Joly,0.0,1,0.0
Symba,51132598.0,1,1.7044199333333334
Syntrell Ryder,0.0,1,0.0
Syunichiro Yunoki,0.0,1,0.0
Sándor Bolla,95708457.0,1,4.350384409090909
Sándor Boros,95708457.0,1,4.350384409090909
Sára Arnsteinová,81093313.0,1,2.3169518
Sébastien Cauet,141702264.0,1,0.0
Sébastien Pons,60726164.0,1,0.0
Sébastien Thiery,60726164.0,1,0.0
Sérgio Mendes,95226116.0,1,1.7967191698113207
Sô Yamamura,0.0,2,0.0
Sô Yamanaka,333108461.0,2,5.551807683333333
Sôkichi Maki,0.0,1,0.0
Søren Bregendal,0.0,1,0.0
Søren Rasted,0.0,1,0.0
Søren Sætter-Lassen,0.0,1,0.0
T'Keyah Crystal Keymáh,0.0,1,0.0
T-Pain,1506249360.0,1,7.927628210526316
T. C. Anyachonkeya,1215439994.0,1,6.07719997
T. J. McGibbon,543934787.0,1,3.0558134101123597
T. J. Storm,2787965087.0,1,11.763565767932489
T. K. Carter,19629760.0,1,1.3086506666666666
T. Max Graham,6347072.0,1,0.0
T. Ryan Mooney,786636033.0,1,4.252086664864865
T.C. Badalato,189198313.0,1,2.866641106060606
T.C. De Witt,0.0,1,0.0
T.D. Jakes,0.0,1,0.0
T.I.,644139281.0,2,3.5576951615384615
T.J. Alston,167221571.0,1,23.888795857142856
T.J. Hourigan,549368315.0,1,10.9873663
T.J. Martinelli,873260194.0,1,3.493040776
T.J. Merrick,0.0,1,0.0
T.J. Miller,2978519883.0,5,5.179845771064338
T.J. Ramini,374218673.0,1,2.4947911533333333
T.J. Storm,385680446.0,1,2.5712029733333335
TJ Smith,0.0,1,0.0
Ta-Tanisha,159616327.0,1,29.021150363636362
Tab Baker,91038276.0,1,7.0029443076923075
Tab Hunter,15171476.0,1,1.1493542424242424
Tab Thacker,47571714.0,2,0.0
Tabatha Allen,0.0,1,0.0
Tabea Tarbiat,2227167.0,1,0.0
Tabitha Lupien,0.0,1,0.0
Tabitha St. Germain,0.0,4,0.0
Tabitha Thompson,0.0,1,0.0
Taboo,95226116.0,1,1.7967191698113207
Tabu,0.0,1,0.0
Tad Atkinson,385680446.0,1,2.5712029733333335
Tad Hilgenbrink,0.0,2,0.0
Tad Horino,48948633.0,3,0.796063929236499
Tadanobu Asano,1093898020.0,3,2.2623690896732027
Tadao Takashima,0.0,1,0.0
Tadashi Naruse,0.0,1,0.0
Tadashi Okabe,0.0,3,0.0
Tadashi Sato,0.0,1,0.0
Tadashi Takatsuki,0.0,1,0.0
Tadashi Yamashita,0.0,1,0.0
Tadeusz Łomnicki,0.0,1,0.0
Tadpole Triplett,287553595.0,1,9.585119833333334
Tae Helgeth,86165646.0,1,1.9147921333333333
Tage Guddingsmo,37473.0,1,0.0
Tahei Simpson,738599701.0,1,4.923998006666666
Tahereh Ladanian,0.0,1,0.0
Tahitian Dance Group,12368234.0,1,0.0
Tahj Mowry,0.0,1,0.0
Tahmoh Penikett,662845518.0,3,0.98199336
Tahnee Welch,85313124.0,2,0.0
Tahseen Ghauri,863416141.0,1,4.317080705
Tahyna Tozzi,373062864.0,1,2.48708576
Tai Bennett,0.0,1,0.0
Tai Bo,0.0,2,0.0
Tai Chan Ngo,0.0,1,0.0
Tai Chung Kim,4662137.0,1,0.0
Tai Urban,1519557910.0,1,6.907081409090909
Tai Yin Chan,334901337.0,1,3.7211259666666665
Taigen Kawabe,55969000.0,1,1.11938
Taiji Tonoyama,0.0,1,0.0
Taina Anneli R. Berg,0.0,1,0.0
Tainá Müller,63027681.0,1,0.0
Tais Rodrigues Dias,125729635.0,1,3.143240875
Tait Fletcher,88761661.0,1,4.43808305
Taiten Kusunoki,0.0,1,0.0
Taiyo Sugiura,967000.0,1,0.032233333333333336
Taj Crown,60780981.0,1,2.1707493214285716
Taj Mahal,0.0,1,0.0
Tajna Tanovic,890871626.0,1,3.4529907984496124
Tak Kubota,158468292.0,1,1.8643328470588236
Tak Sakaguchi,0.0,3,0.0
Takaaki Ishibashi,34198625.0,2,0.0
Takaaki Nakamura,0.0,1,0.0
Takahiro Miura,0.0,2,0.0
Takahiro Sakurai,0.0,1,0.0
Takako Baba,25000000.0,1,5.555555555555555
Takako Fuji,222618441.0,2,10.152326075
Takako Tokiwa,0.0,1,0.0
Takamaru Sasaki,0.0,1,0.0
Takamitsu Watanabe,0.0,1,0.0
Takanobu Toya,0.0,1,0.0
Takanori Jinnai,0.0,1,0.0
Takao Ito,0.0,1,0.0
Takao Kinoshita,415440673.0,1,3.4620056083333335
Takashi Ebata,0.0,1,0.0
Takashi Komori,25000000.0,1,5.555555555555555
Takashi Matsuyama,224906155.0,3,6.768217383333333
Takashi Miike,80578934.0,1,16.787277916666667
Takashi Nishina,21660.0,2,0.0
Takashi Onozuka,0.0,1,0.0
Takashi Shimura,0.0,4,0.0
Takashi Shirai,0.0,1,0.0
Takashi Taniguchi,25000000.0,1,5.555555555555555
Takashi Tsukamoto,25000000.0,2,2.7777777777777777
Takato Yamashita,240159255.0,1,3.6947577692307694
